Symbol,DateTime,Open,High,Low,Close,Volume,EMA,SuperTrend1,SuperTrend2,SuperTrend3,SuperTrend4
SPY,3/7/1994 12:00:00 AM,46.8438,47,46.8438,46.9375,539800,46.8214,46.9074,47.0434,47.4757,47.9055
SPY,3/8/1994 12:00:00 AM,46.9688,46.9688,46.6875,46.75,880300,46.8071,46.6556,47.3338,47.7479,48.1628
SPY,3/9/1994 12:00:00 AM,46.8125,47,46.5938,46.9688,2500100,46.8395,46.5896,47.2163,47.6103,48.008
SPY,3/10/1994 12:00:00 AM,46.9375,46.9375,46.4375,46.5938,207400,46.7903,46.54,47.1883,47.5841,47.9827
SPY,3/11/1994 12:00:00 AM,46.6562,46.9062,46.4062,46.8438,576600,46.801,46.3846,47.1044,47.5206,47.9361
SPY,3/14/1994 12:00:00 AM,47.0312,47.0312,46.8438,46.9062,345900,46.8221,46.3345,47.0882,47.5172,47.9435
SPY,3/15/1994 12:00:00 AM,47,47.0938,46.8438,46.875,748600,46.8326,46.692,47.325,47.7174,48.1133
SPY,3/16/1994 12:00:00 AM,46.9375,47.25,46.7812,47.25,455500,46.9161,46.7514,47.3313,47.702,48.079
SPY,3/17/1994 12:00:00 AM,47.0938,47.3125,47.0938,47.25,133000,46.9829,46.754,47.3975,47.7829,48.1714
SPY,3/18/1994 12:00:00 AM,46.75,47.0312,46.7188,46.9688,365500,46.9801,46.9849,47.5553,47.9155,48.2821
SPY,3/21/1994 12:00:00 AM,46.8125,46.9375,46.7188,46.8438,324800,46.9528,47.1547,47.2597,47.6457,48.0331
SPY,3/22/1994 12:00:00 AM,46.8438,47.0625,46.75,46.9688,435700,46.956,47.0659,47.1884,47.5537,47.9235
SPY,3/23/1994 12:00:00 AM,46.9375,47.0625,46.9062,46.9375,698500,46.9523,47.1364,47.2578,47.6151,47.9773
SPY,3/24/1994 12:00:00 AM,46.75,46.8438,46.1562,46.375,1200500,46.8368,47.1662,47.3004,47.6271,47.9628
SPY,3/25/1994 12:00:00 AM,46.4062,46.5312,45.9375,45.9375,100900,46.657,46.8279,46.9006,47.2961,47.6885
SPY,3/28/1994 12:00:00 AM,46,46.0625,45.5938,46,1117200,46.5256,46.5973,46.6701,47.0957,47.514
SPY,3/29/1994 12:00:00 AM,46,46.0312,45.0938,45.0938,338400,46.2392,46.1772,46.2699,46.7021,47.1273
SPY,3/30/1994 12:00:00 AM,45.125,45.25,44.4688,44.4688,1123900,45.8851,46.0344,46.0944,46.6033,47.0945
SPY,3/31/1994 12:00:00 AM,44.4688,44.6875,43.5312,44.5938,788800,45.6268,45.3613,45.4366,45.9871,46.5162
SPY,4/4/1994 12:00:00 AM,43.3438,44.0312,43.3438,43.9062,2627300,45.2827,44.7343,44.7919,45.4346,46.045
SPY,4/5/1994 12:00:00 AM,44.3438,44.8125,44.3438,44.8125,1179000,45.1887,44.4124,44.4732,45.2085,45.9022
SPY,4/6/1994 12:00:00 AM,44.875,44.9062,44.5,44.8125,516500,45.1134,43.8894,43.7705,46.1477,46.8704
SPY,4/7/1994 12:00:00 AM,44.7812,45.125,44.5312,45.0312,666100,45.097,44.1761,43.9685,46.1465,46.8302
SPY,4/8/1994 12:00:00 AM,44.9375,44.9375,44.4688,44.6875,242400,45.0151,44.3457,44.1191,46.2289,46.902
SPY,4/11/1994 12:00:00 AM,44.8125,45.0625,44.7031,44.875,203300,44.9871,44.2562,44.0207,46.0579,46.7176
SPY,4/12/1994 12:00:00 AM,44.9219,45,44.7188,44.8125,1409200,44.9522,44.5096,44.2563,46.1368,46.7604
SPY,4/13/1994 12:00:00 AM,44.7969,44.9062,44.25,44.5781,364100,44.8774,44.5567,44.2957,45.9981,46.5779
SPY,4/14/1994 12:00:00 AM,44.5,44.8281,44.4062,44.5938,419900,44.8206,44.2128,43.9976,45.7458,46.3352
SPY,4/15/1994 12:00:00 AM,44.5781,44.7812,44.5156,44.5938,387300,44.7753,44.2799,44.0655,45.7309,46.2986
SPY,4/18/1994 12:00:00 AM,44.6406,44.7656,44.1562,44.2969,369100,44.6796,44.3717,44.1488,45.6651,46.1938
SPY,4/19/1994 12:00:00 AM,44.25,44.5312,43.9844,44.3594,472200,44.6155,44.7976,43.9413,45.5113,46.0498
SPY,4/20/1994 12:00:00 AM,44.4062,44.5156,44.0781,44.3125,508000,44.5549,44.613,43.7332,45.3154,45.8546
SPY,4/21/1994 12:00:00 AM,44.5,44.9688,44.3438,44.9062,200300,44.6252,44.6325,43.7881,45.324,45.85
SPY,4/22/1994 12:00:00 AM,45.0156,45.0469,44.7344,44.8594,301800,44.672,44.2712,44.1207,45.7309,46.2733
SPY,4/25/1994 12:00:00 AM,44.8438,45.3594,44.8438,45.3281,394600,44.8033,44.5721,44.3956,45.8904,46.4031
SPY,4/26/1994 12:00:00 AM,45.2656,45.3438,45.1875,45.2812,399000,44.8989,44.7661,44.6028,46.1066,46.6193
SPY,4/28/1994 12:00:00 AM,45.1875,45.25,44.8125,44.9531,287000,44.9097,45.0206,44.8291,46.1552,46.622
SPY,4/29/1994 12:00:00 AM,44.875,45.1562,44.8125,45.0938,481900,44.9465,45.3095,44.5889,45.9288,46.3953
SPY,5/2/1994 12:00:00 AM,45.0938,45.7188,44.9375,45.375,275000,45.0322,45.2476,44.56,45.8469,46.2972
SPY,5/3/1994 12:00:00 AM,45.3906,45.4062,45.0625,45.3281,183400,45.0914,44.9514,44.8388,46.3073,46.7996
SPY,5/4/1994 12:00:00 AM,45.4219,45.4219,45.0781,45.25,401900,45.1231,44.9121,44.7715,46.165,46.6381
SPY,5/5/1994 12:00:00 AM,45.2969,45.375,45.1875,45.1875,659800,45.136,44.9604,44.8088,46.1401,46.5964
SPY,5/6/1994 12:00:00 AM,44.9688,44.9688,44.5938,44.75,216300,45.0588,45.055,44.8862,46.0855,46.5071
SPY,5/9/1994 12:00:00 AM,44.625,44.75,44.2812,44.3594,499300,44.9189,45.0833,45.2124,45.6494,46.0925
SPY,5/10/1994 12:00:00 AM,44.5781,44.8438,44.5469,44.7031,583400,44.8758,44.8281,44.9536,45.3953,45.8415
SPY,5/11/1994 12:00:00 AM,44.6562,44.7188,44.1719,44.2969,210600,44.76,45.0184,45.1418,45.5898,46.0408
SPY,5/12/1994 12:00:00 AM,44.5781,44.625,44.4062,44.5156,305200,44.7111,44.7923,44.91,45.373,45.8362
SPY,5/13/1994 12:00:00 AM,44.6406,44.6406,44.2969,44.5156,321300,44.672,44.8157,44.9555,45.3981,45.844
SPY,5/16/1994 12:00:00 AM,44.6094,44.75,44.5156,44.5312,450400,44.6439,44.745,44.8911,45.3187,45.7514
SPY,5/17/1994 12:00:00 AM,44.5625,45.1875,44.5,45.1875,470200,44.7526,44.8642,45.021,45.4193,45.8263
SPY,5/18/1994 12:00:00 AM,45.2188,45.6875,45.0156,45.5156,824800,44.9052,44.5124,44.4011,45.7283,46.1709
SPY,5/19/1994 12:00:00 AM,45.4219,45.8594,45.4219,45.7344,531000,45.071,44.9646,44.8673,46.3126,46.7846
SPY,5/20/1994 12:00:00 AM,45.6562,45.6875,45.5,45.5625,370400,45.1693,45.286,45.1648,46.5874,47.0552
SPY,5/23/1994 12:00:00 AM,45.5156,45.5312,45.3438,45.4844,262700,45.2323,45.3153,45.1618,46.4608,46.8988
SPY,5/24/1994 12:00:00 AM,45.6094,45.8438,45.6094,45.6719,549600,45.3202,45.2092,45.0444,46.233,46.6428
SPY,5/25/1994 12:00:00 AM,45.5,45.8281,45.3438,45.7969,738200,45.4156,45.489,45.3396,46.5092,46.9123
SPY,5/26/1994 12:00:00 AM,45.7812,45.9375,45.7344,45.8281,369600,45.4981,45.3078,45.1812,46.3996,46.8128
SPY,5/27/1994 12:00:00 AM,45.75,45.875,45.6719,45.875,162000,45.5735,45.6122,45.4679,46.5817,46.9678
SPY,5/31/1994 12:00:00 AM,45.7344,45.9062,45.6562,45.8125,160000,45.6213,45.5823,45.4354,46.4626,46.8249
SPY,6/1/1994 12:00:00 AM,45.7031,46.0156,45.5625,46.0156,200500,45.7001,45.5966,45.4592,46.4389,46.7863
SPY,6/2/1994 12:00:00 AM,46.0469,46.0469,45.8906,45.9688,55100,45.7539,45.5514,45.4432,46.4882,46.8487
SPY,6/3/1994 12:00:00 AM,46,46.3906,45.8594,46.2344,550400,45.85,45.7824,45.6573,46.6034,46.9375
SPY,6/6/1994 12:00:00 AM,46.3281,46.4688,46.1875,46.2188,99300,45.9237,45.8644,45.7736,46.831,47.1899
SPY,6/7/1994 12:00:00 AM,46.1406,46.2188,46.0312,46.1562,120600,45.9702,46.093,45.9895,47.0102,47.359
SPY,6/8/1994 12:00:00 AM,46.2656,46.2656,45.7812,45.7812,131900,45.9324,45.9314,45.8138,46.7559,47.0838
SPY,6/9/1994 12:00:00 AM,45.9844,46.0312,45.8906,46.0312,80500,45.9522,46.2752,46.3661,46.7106,47.0583
SPY,6/10/1994 12:00:00 AM,46.0781,46.2031,46.0781,46.1094,83100,45.9836,46.182,46.2867,46.6169,46.952
SPY,6/13/1994 12:00:00 AM,46.0469,46.1875,46.0312,46.1719,109700,46.0213,46.3214,46.4384,46.7446,47.0585
SPY,6/14/1994 12:00:00 AM,46.3125,46.5469,46.3125,46.5312,161000,46.1233,46.2616,46.3815,46.6648,46.9582
SPY,6/15/1994 12:00:00 AM,46.5469,46.5625,46.3125,46.3438,142800,46.1674,46.2334,46.1389,47.0175,47.321
SPY,6/16/1994 12:00:00 AM,46.3438,46.4688,46.2969,46.4375,44000,46.2214,46.2497,46.1541,47.0107,47.307
SPY,6/17/1994 12:00:00 AM,46.1562,46.2031,45.8125,45.875,403800,46.1521,46.222,46.1197,46.9178,47.1979
SPY,6/20/1994 12:00:00 AM,45.5469,45.625,45.4375,45.4844,137400,46.0186,46.2793,46.3367,46.6619,46.986
SPY,6/21/1994 12:00:00 AM,45.4531,45.4531,44.9062,45.0938,139200,45.8336,45.8166,45.8799,46.2222,46.5608
SPY,6/22/1994 12:00:00 AM,45.2188,45.4219,45.1719,45.2656,279900,45.72,45.5128,45.5701,45.9482,46.3177
SPY,6/23/1994 12:00:00 AM,45.3438,45.4062,44.9375,45,922500,45.576,45.5886,45.6759,46.0467,46.4113
SPY,6/24/1994 12:00:00 AM,44.7812,44.7812,44,44.0625,353800,45.2733,45.4782,45.5672,45.9529,46.3312
SPY,6/27/1994 12:00:00 AM,44.2344,44.8281,44.0156,44.8281,371200,45.1843,44.8544,44.8959,45.3748,45.8331
SPY,6/28/1994 12:00:00 AM,44.8438,44.8438,44.25,44.6094,5382300,45.0693,44.9276,44.983,45.5129,46.0174
SPY,6/29/1994 12:00:00 AM,44.6719,45.0156,44.625,44.75,311800,45.0054,45.0166,45.114,45.654,46.171
SPY,6/30/1994 12:00:00 AM,44.8281,44.8438,44.3125,44.4688,271900,44.8981,45.2159,45.3582,45.8783,46.3821
SPY,7/1/1994 12:00:00 AM,44.6875,44.6875,44.375,44.5625,406900,44.831,44.9642,45.1148,45.6369,46.1448
SPY,7/5/1994 12:00:00 AM,44.6562,44.8594,44.5156,44.7969,112000,44.8242,44.8504,45.0271,45.5177,46.0011
SPY,7/6/1994 12:00:00 AM,44.625,44.8125,44.4688,44.7344,174800,44.8062,44.9752,45.1557,45.6241,46.0899
SPY,7/7/1994 12:00:00 AM,44.7344,44.9219,44.6875,44.9219,66700,44.8293,44.9095,45.0862,45.5357,45.9859
SPY,7/8/1994 12:00:00 AM,44.6406,44.9844,44.625,44.9062,148400,44.8447,44.5777,45.2119,45.6287,46.0512
SPY,7/11/1994 12:00:00 AM,44.9375,45.0156,44.5312,44.75,124000,44.8258,44.5679,45.2032,45.6112,46.0253
SPY,7/12/1994 12:00:00 AM,44.7656,44.8281,44.5156,44.8125,257300,44.8231,44.4957,45.1876,45.607,46.0298
SPY,7/13/1994 12:00:00 AM,44.8281,45.0312,44.8281,44.8906,532700,44.8366,44.4178,45.0675,45.4707,45.8792
SPY,7/14/1994 12:00:00 AM,45.1094,45.4688,45.0781,45.375,494200,44.9443,44.716,45.2932,45.6683,46.0522
SPY,7/15/1994 12:00:00 AM,45.3438,45.4844,45.3281,45.3906,49100,45.0336,44.9833,44.8709,46.0816,46.4901
SPY,7/18/1994 12:00:00 AM,45.3906,45.5781,45.3906,45.4688,72300,45.1206,45.1884,45.0485,46.1318,46.5079
SPY,7/19/1994 12:00:00 AM,45.5469,45.5625,45.375,45.375,609500,45.1715,45.3012,45.1576,46.1515,46.503
SPY,7/20/1994 12:00:00 AM,45.4062,45.4062,45.0625,45.1719,185300,45.1716,45.3063,45.1673,46.0872,46.4172
SPY,7/21/1994 12:00:00 AM,45.1719,45.2969,45.0781,45.2656,86300,45.1904,45.4281,44.9252,45.8643,46.1956
SPY,7/22/1994 12:00:00 AM,45.375,45.4062,45.25,45.3438,151600,45.221,45.365,44.8948,45.7854,46.1018
SPY,7/25/1994 12:00:00 AM,45.3594,45.4531,45.3125,45.4062,120900,45.2581,45.4784,45.0602,45.8784,46.1739
SPY,7/26/1994 12:00:00 AM,45.3906,45.4219,45.3125,45.3594,489600,45.2783,45.5123,45.1381,45.8883,46.1634
SPY,7/27/1994 12:00:00 AM,45.3594,45.3594,45.1719,45.3594,83200,45.2946,45.4755,45.147,45.8249,46.0781
SPY,7/28/1994 12:00:00 AM,45.3594,45.5781,45.3594,45.4531,828200,45.3263,45.3831,45.0514,45.7095,45.9537
SPY,7/29/1994 12:00:00 AM,45.7656,46.0469,45.75,45.9062,459100,45.4423,45.337,45.2537,45.9116,46.152
SPY,8/1/1994 12:00:00 AM,45.9375,46.1562,45.8906,46.125,486300,45.5788,45.6531,45.6145,46.4654,46.7506
SPY,8/2/1994 12:00:00 AM,46.2812,46.375,46.0312,46.1875,505500,45.7005,45.8019,45.7429,46.5844,46.8671
SPY,8/3/1994 12:00:00 AM,46.1719,46.2344,46.0938,46.2031,144100,45.8011,45.9739,45.9111,46.7852,47.0756
SPY,8/4/1994 12:00:00 AM,46.1719,46.2188,45.9219,45.9375,231700,45.8284,45.9872,45.8995,46.696,46.9672
SPY,8/5/1994 12:00:00 AM,45.7031,45.8438,45.6562,45.7812,138400,45.8189,46.2596,45.7999,46.6126,46.8869
SPY,8/8/1994 12:00:00 AM,45.8281,45.9375,45.7812,45.8906,328600,45.8333,45.9423,46.0224,46.2956,46.5708
SPY,8/9/1994 12:00:00 AM,45.7188,45.9688,45.7188,45.9688,105900,45.8604,46.0185,46.1106,46.3661,46.626
SPY,8/10/1994 12:00:00 AM,46,46.1875,45.9375,46.1406,840300,45.9164,46.0092,46.0948,46.3494,46.6078
SPY,8/11/1994 12:00:00 AM,46.0312,46.2344,45.7344,45.9688,876200,45.9269,45.8932,45.8117,46.5672,46.8244
SPY,8/12/1994 12:00:00 AM,46.0469,46.3438,46.0469,46.3281,184100,46.0071,45.7428,45.6882,46.5716,46.8598
SPY,8/15/1994 12:00:00 AM,46.375,46.4844,46.3125,46.3125,325900,46.0682,45.9454,45.8848,46.8097,47.1092
SPY,8/16/1994 12:00:00 AM,46.3438,46.6875,46.1562,46.6406,1089500,46.1827,46.2003,46.1132,46.9677,47.251
SPY,8/17/1994 12:00:00 AM,46.7031,46.7344,46.5781,46.6094,133700,46.268,46.1543,46.0919,47.0734,47.3885
SPY,8/18/1994 12:00:00 AM,46.4531,46.5625,46.4062,46.4531,620000,46.305,46.4519,46.3578,47.2512,47.5463
SPY,8/19/1994 12:00:00 AM,46.4688,46.5156,46.3125,46.4219,103200,46.3284,46.3049,46.2033,47.0479,47.3312
SPY,8/22/1994 12:00:00 AM,46.4375,46.4375,46.2812,46.375,79700,46.3377,46.2495,46.1472,46.9514,47.2244
SPY,8/23/1994 12:00:00 AM,46.5781,46.8594,46.5156,46.6406,268600,46.3983,46.2169,46.1126,46.8592,47.1171
SPY,8/24/1994 12:00:00 AM,46.6875,47.1406,46.6719,47.1406,254700,46.5468,46.4664,46.3975,47.2655,47.5523
SPY,8/25/1994 12:00:00 AM,47.0938,47.2031,46.8906,47.0156,147400,46.6405,46.6336,46.5781,47.5546,47.8687
SPY,8/26/1994 12:00:00 AM,47.125,47.7812,47.125,47.6875,339500,46.8499,46.7958,46.7216,47.6913,48.0055
SPY,8/29/1994 12:00:00 AM,47.8125,47.9844,47.6406,47.6562,350300,47.0112,47.0881,47.0477,48.2454,48.6176
SPY,8/30/1994 12:00:00 AM,47.6406,47.8594,47.5781,47.7812,36000,47.1652,47.4972,47.4183,48.5873,48.9565
SPY,8/31/1994 12:00:00 AM,47.7031,47.8906,47.5938,47.6562,356200,47.2634,47.4508,47.3451,48.4582,48.8166
SPY,9/1/1994 12:00:00 AM,47.5,47.5312,47.3281,47.5,294600,47.3107,47.4983,47.3825,48.4573,48.8081
SPY,9/2/1994 12:00:00 AM,47.7188,47.7188,47.2188,47.2969,99600,47.308,47.1915,47.0757,48.135,48.4831
SPY,9/6/1994 12:00:00 AM,47.2656,47.3594,47.125,47.3125,229800,47.3089,47.1858,47.0882,48.2232,48.5909
SPY,9/7/1994 12:00:00 AM,47.4219,47.4219,47.2188,47.2656,27900,47.3002,47.0068,46.8883,47.949,48.2998
SPY,9/8/1994 12:00:00 AM,47.3594,47.5625,47.3438,47.5,284800,47.3402,47.1222,46.9938,47.977,48.309
SPY,9/9/1994 12:00:00 AM,47.0312,47.125,46.8125,47,488400,47.2721,47.2511,47.132,48.0994,48.4267
SPY,9/12/1994 12:00:00 AM,47,47.0625,46.7812,46.8594,129400,47.1896,47.2824,47.3565,47.7364,48.1099
SPY,9/13/1994 12:00:00 AM,46.9531,47.125,46.8594,47,389200,47.1517,47.1888,47.2903,47.6554,48.0172
SPY,9/14/1994 12:00:00 AM,46.8438,47.1094,46.8438,47.0469,423500,47.1307,47.2267,47.3419,47.692,48.0416
SPY,9/15/1994 12:00:00 AM,47.1719,47.6406,47.1719,47.6406,779800,47.2327,47.1917,47.311,47.6483,47.9872
SPY,9/16/1994 12:00:00 AM,47,47.1406,46.8438,47.0156,571300,47.1893,47.1109,47.0247,48.1639,48.5354
SPY,9/19/1994 12:00:00 AM,47.125,47.3281,47.0156,47.0625,167300,47.1639,47.3925,47.4493,47.8892,48.3154
SPY,9/20/1994 12:00:00 AM,46.8125,46.8594,46.1719,46.1719,355600,46.9655,47.4996,47.6027,48.0236,48.4358
SPY,9/21/1994 12:00:00 AM,46.3125,46.3125,45.7344,46.1719,397500,46.8068,46.9616,47.03,47.5222,47.9961
SPY,9/22/1994 12:00:00 AM,46.2812,46.2812,46.0156,46.0625,266400,46.6579,46.4529,46.5494,47.055,47.543
SPY,9/23/1994 12:00:00 AM,46.0781,46.1719,45.8281,45.9062,176600,46.5076,46.4805,46.6271,47.0966,47.5568
SPY,9/26/1994 12:00:00 AM,46.0781,46.1719,45.9844,46.1406,223000,46.4342,46.2955,46.4541,46.9047,47.3504
SPY,9/27/1994 12:00:00 AM,46.1406,46.2656,46,46.1094,479500,46.3692,46.3298,46.498,46.9206,47.3433
SPY,9/28/1994 12:00:00 AM,46.3594,46.5312,46.3281,46.4688,324000,46.3891,46.3582,46.5246,46.9234,47.326
SPY,9/29/1994 12:00:00 AM,46.4688,46.4688,46.0938,46.2344,195900,46.3582,46.1763,46.827,47.2292,47.634
SPY,9/30/1994 12:00:00 AM,46.2188,46.4375,46.1719,46.1719,5200,46.3209,46.0242,46.6745,47.0725,47.4734
SPY,10/3/1994 12:00:00 AM,46.2031,46.25,45.9844,46.0625,72600,46.2692,46.0761,46.6747,47.0526,47.436
SPY,10/4/1994 12:00:00 AM,46.2969,46.2969,45.3438,45.375,84200,46.0904,46.3287,46.4682,46.829,47.197
SPY,10/5/1994 12:00:00 AM,45.2969,45.3906,45,45.3906,461900,45.9504,46.2141,46.2808,46.7312,47.1739
SPY,10/6/1994 12:00:00 AM,45.4219,45.4531,45.1719,45.25,345200,45.8104,45.541,45.6431,46.0846,46.521
SPY,10/7/1994 12:00:00 AM,45.25,45.5781,45.2031,45.4531,188700,45.7389,45.5986,45.73,46.1473,46.564
SPY,10/10/1994 12:00:00 AM,45.6562,46.0156,45.6406,45.9375,213600,45.7786,45.6673,45.8004,46.2113,46.6227
SPY,10/11/1994 12:00:00 AM,46.1406,46.75,46.1406,46.625,461400,45.9479,45.5046,45.3906,46.6995,47.1303
SPY,10/12/1994 12:00:00 AM,46.6875,46.75,46.5781,46.6875,162400,46.0958,46.0237,45.9396,47.4423,47.9221
SPY,10/13/1994 12:00:00 AM,47.2188,47.3281,46.7969,46.8438,1564500,46.2454,46.363,46.219,47.5522,47.993
SPY,10/14/1994 12:00:00 AM,47,47.0625,46.6875,47.0469,72800,46.4057,46.7025,46.5819,48.0161,48.4827
SPY,10/17/1994 12:00:00 AM,47,47.0625,46.9062,46.9531,282300,46.5152,46.554,46.4136,47.7947,48.2497
SPY,10/18/1994 12:00:00 AM,46.9062,46.9062,46.6875,46.8438,132100,46.5809,46.748,46.5785,47.8029,48.2197
SPY,10/19/1994 12:00:00 AM,46.6719,47.2344,46.6562,47.0625,136700,46.6772,46.5807,46.4165,47.5675,47.9648
SPY,10/20/1994 12:00:00 AM,47.0625,47.0625,46.6094,46.75,290300,46.6918,46.6537,46.529,47.7802,48.2004
SPY,10/21/1994 12:00:00 AM,46.625,46.6875,46.3594,46.5625,87800,46.6659,46.5341,46.4129,47.6827,48.107
SPY,10/24/1994 12:00:00 AM,46.5781,46.7656,46.1562,46.1719,149600,46.5671,46.233,46.1063,47.3593,47.7793
SPY,10/25/1994 12:00:00 AM,46.0156,46.3125,46,46.2188,91800,46.4974,46.8058,46.0088,47.3606,47.8048
SPY,10/26/1994 12:00:00 AM,46.3906,46.4375,46.1719,46.3906,201000,46.4761,46.4507,45.7295,47.0102,47.4376
SPY,10/27/1994 12:00:00 AM,46.5625,46.6719,46.4531,46.6719,210300,46.5152,46.5557,45.9073,47.1048,47.5115
